name,city,total_reviews,review_content,overall_rating,food_rating,service_rating,ambience_rating,date
JAYinNYC,New York City,2 reviews,Sitting outside on a cool summer night was a great experience. Service was fantastic and the waiters were very attentive and jovial. Good food but perhaps a bit overpriced for the area.,4,5,4,3,Dined on September 5 2014
zazie86,New York City,70 reviews,Cousins asked to lunch at an Italian restaurant in Little Italy. I remembered a sun-filled atrium greenery marble statues bricks and bright color and chose Il Cortile on Mulberry Street..  The cousins arrived late but the waitstaff was very cordial while we waited.  To keep cool we ate inside with an outside view and ordered iced tea.  The bread refills were free not so the tea.  I erred with the gamberi fantasia (jumbo shrimp stuffed and wrapped).  My husband said the shrimp scampi was only okay however the cousins enjoyed several of the appetizers as lunch. Italian is not my favorite cuisine and to me the food did not measure up to the décor and service however my cousins had a wonderful time and that’s what counts.,3,3,4,5,Dined on September 2 2014
Amanda,Atlanta Metro,8 reviews,I didn't think the Italian food was that good at all. Everything was a little bland for me. I eat a lot of Italian food and this is not a place I would go back to. This whole street was a little too touristy. Go a street or two over and the food is much better. The people around us seemed to enjoy their food at this restaurant  so maybe everything I chose was just not the restaurants best dish. Not sure  but I wouldn't ever go back.,2,1,4,4,Dined on September 2 2014
pfg33,Los Angeles,5 reviews,Went with my girlfriend this Sunday night.  There is a glass-roof atrium inside that gives the room an outdoor feel.  Sal our waiter was very friendly and attentive.  We planned on splitting our entrees (mushroom risotto and filet mignon) so Sal put both items on our respective plates which was a nice touch.  Recommended and would definitely dine here again!,5,5,5,5,Dined on September 1 2014
Angry,Chicago,12 reviews,The service was outstanding.  The food had an amazing taste from the first bite! I highly recommend.,5,5,4,5,Dined on August 31 2014
DJFDMD,Philadelphia,8 reviews,We had a reservation for dinner @ 7:45 on a Thursday evening for a party of four adults.  Service was so slow.  Our meals did not come to the table for 45 minutes.  We ordered pasta dishes which were very good.  Noise level is very high and ambience was a zero.,3,4,2,2,Dined on August 29 2014
Lucky,Raleigh,1 review,Fabulous food and atmosphere! We celebrated my sisters birthday dinner here. Would definitely recommend this place for its delicious food and ambiance! Service was also fantastic.,5,5,5,5,Dined on August 25 2014
HappyDiner,Washington DC,27 reviews,It was nice to be able to find a restaurant in Little Italy that offered gluten free pasta penne or spaghetti. My entree was delicious and the place was very nice.,4,4,5,5,Dined on August 21 2014
TheresaC,Greater Boston,53 reviews,"We had never been here sitting outside and enjoying the culture of Little Italy with the delicious food was great.  My husband stated that the chicken marsala was the ""best he ever had"" my daughter loved everything about it as well as myself down to the delicious cappucino.",5,5,5,5,Dined on August 18 2014
MelissaS,New York City,11 reviews,I had an open table reservation and was still seated a half hour later. We were sat down and didn't see our server for drinks for another 20 minutes. The food was very good once we got it but it did come out at separate times not all at once for our dinners. So one person in our party didn't have food while we all waited. It was very authentic italian food that was delicious but I wouldn't go back because of the service/experience.,3,4,1,3,Dined on August 17 2014
SuzyQ,Chicago,28 reviews,Il Cortile is an authentic Italian restaurant.  The waiters are from Italy and often speak Italian to enhance the feel of being in Italy. The food is outstanding and nothing is overpriced. Well worth the visit if you're ever in Manhattan's Little Italy.,5,5,5,5,Dined on August 16 2014
Atlantan,London,9 reviews,Even though in the midst of touristy Little Italy Il Cortile continues to deliver a high level of Italian food and ambience. For us it's the Italian food fix we have to have when visiting NYC. The very serene Garden Room sets the tone. And the classic food delivers a memorable evening.A hint: be sure to try the sausage/artichoke pie appetizer.,5,5,5,5,Dined on August 16 2014
Mcstangle,New York City,3 reviews,Everyone was thrilled with their food best marinara sauce I have ever had. Great service and it has a cute courtyard area in the back.,5,5,5,5,Dined on August 10 2014
Netchar,Tallahassee,8 reviews,Had lunch here with five friends. Found it on Trip Advisor. Food was excellent and the service 5 star. Wine was delicious and the location right in the middle of Little Italy,5,5,5,5,Dined on August 3 2014
Jeffrey,West Palm Beach,99 reviews,For a bustling Saturday evening in early August on Mulberry Street Il Cortile was quieter than most of the other places along the strip. Our olive oil was old with a bitter taste. The waiter happily gave us a fresher replacement but in very little quantity. The manager thought it necessary to come over to our table and admonish us for this ask and I put in gently yet firmly in his place. He picked a fight with me which was so unnecessary and unprofessional. The food was wine but not special and there were 9 of us who felt the same way. Mediocre wine was overpriced. We will never be back.,2,2,3,2,Dined on August 3 2014
Danylo,Toronto,36 reviews,Food value was great. Quality was very good and so was the service. Definitely sit outdoors as there is much to experience.,4,4,4,4,Dined on August 3 2014
QuiteaGlitzyShow,Detroit,12 reviews,Really great Italian Food served hot and full of flavor. A great value too. Great mature Italian wine for $60 instead of $120-$150 in other restaurants. The waiters are hilarious. They joke with you. Argue with one another a little bit over how much they had to help. All  part of being Authentic. The sidewalk tables overlooking the sideshow of Mulberry street) are the best place to sit on a nice summer evening. But our group was too big so we had to go inside where maybe the lights are a little too bright and the ambience not so rustic . Still a great relaxing place to eat though. Unlike Midtown restaurants where space is calculated with a ruler and eating time with a stop watch. You have plenty of space and never feel rushed here.,5,5,5,3,Dined on August 1 2014
Imnotyourmomma,Denver,37 reviews,"It's always a ""Must do"" when I visit NY and have been going there for over 40 years. Celebrated my B-Day with family and enjoyed the Veal Chop one of their specialties. Everyone ordered something different and my 25-43 ""Foodie"" kids raved about the meal. Can't wait to go back.",4,4,5,4,Dined on July 31 2014
TD03054,Greater Boston,30 reviews,The food was outstanding!  Each member in our party of four was very pleased with their entrees.  The filet mignons were cooked perfectly to the request all pasta was fresh sauces delicious and a fabulous risotto.  Calamari appetizer was tender bread basket was yummy.  The Garden Room seating was very pleasant.  Our waiter was abrupt I asked for a wine list and he named 5 wines rather than producing a list.  He never smiled and seemed annoyed that we weren't in a rush. Bus staff was attentive and pleasant however when we declined desserts bus staff immediately whisked every item off our table clearly anxious to reset it for next guests. However the quality food and delightful ambience would bring me back next time I'm in NYC.,4,5,3,5,Dined on July 27 2014
BobG,New York City,27 reviews,The food was very good and the service was good in most ways. Attractive setting. Can accommodate groups.Have been there several times before although not recently.  Hasn't lost a step.,4,5,4,4,Dined on July 25 2014
OpenTable Diner,New York City,1 review,My fiance and I decided to take a mini weekend vacation to NYC. We found Il Cortile on Google and decided we would try it. I had the Lobster Ravioli which was sub par. The filling was more of a lobster stuffing with more stuffing than lobster. My fiance got the veal parm. It was incredible. The sauce was tangy and sweet and the veal was tender and salty creating the perfect balance.,4,4,3,3,Dined on July 20 2014
RayW,Orange County,19 reviews,Il Cortile has lost it's luster and charm. I've been frequenting this establishment in Little Italy for 15 years during virtually each time I'm in NYC. While it's courtyard is still pleasant the quality of the food has diminished and it seems salt has replaced authentic ingredients. In addition the wait staff is no longer Italian nor attentive which in my view was a big part of the appeal.,2,4,1,4,Dined on July 17 2014
JohnK,Philadelphia,15 reviews,Our dining experience was a  huge disappointment. Huge disappointment. First we waited about 1/2 hour for a waiter to come by.One person in our group ordered 2 appetizers as an entree. One of them came out with her salad. She sent it back until the right time. Eventually when we were done with our salads they brought the same dish back out - eggplant rollatini - mushed down and browned on top from being re-heated (poorly). My husband's dinner came out with that - scallops - which he loved. My dinner came out about 25 minutes later when they were done. It was pasta with pesto. I asked for shrimp with it - 5 or 6 overcooked tough shrimp.  The 4th person in our party ate about 30 minutes after I got my dinner.,1,2,1,4,Dined on July 13 2014
Eileen,New York City,8 reviews,With so any restaurants to choose from in Little Italy  it's basically a crap shoot!  Let me narrow your selection process to one of the best (may be THE best but I do hold back since I haven't tried them all).  First off we were able to park on the street in front of the restaurant.  We were warmly greeted upon our arrival.  The waiter Angelo was extremely experienced attentive and helpful. The food was amazing the service was impeccible and pricing was affordable.  Each of us in our party of four had a main meal and we shared three appertizers.  The cocktails were professionally made and the wine was excellent.  Hands down this is an excellent restaurant in Little Italy!,5,5,5,5,Dined on July 11 2014
BradS,New Mexico,89 reviews,The ONLY positive here is the ability to sit outside in Little Italy and do some people watching....food below average....service is horrid...stay away.,2,2,1,4,Dined on July 6 2014
EduardoC,London,24 reviews,Last saturday 5th july I returned to Il Cortile in little Italy NY. I tryed among other plates the most amazing lobster ravioli ever! chef sugestion it was not on the menu. Amazing full of flavour!,5,5,5,4,Dined on July 6 2014
Bigred3xxx,London,16 reviews,Just what one expects when dining out in NYC's little Italy,5,5,5,5,Dined on June 29 2014
kitkat,New York City,2 reviews,The atmosphere and the food were exceptional for this Italian restaurant.  We shared the fried calamari appetizer which my kids absolutely loved.  My son had the best Filet he has ever tasted.  I enjoyed the Linguini with clams. My daughter asked for a special order which they put together for her.  Definitely recommend.,4,4,5,4,Dined on June 26 2014
LouAnn,New Mexico,13 reviews,One of the best Italian meals that I have ever had!  Staff was very attentitive and friendly. I also loved the decor comfortable Italian setting.,5,4,5,5,Dined on June 21 2014
Timmstir,New York City,25 reviews,Great Italian with attentive staff at a reasonable price.,4,4,5,4,Dined on June 19 2014
NYCgirls6,Chicago,5 reviews,This was our second visit to Il Cortile and it was just as delicious as we remembered it to be. The courtyard dining is great for a group and the waiters are very friendly and helpful. As for the food by fsr the best Italian food I have ever eaten. We were a group of 6 and everyone loved their meal. It is a definite stop on our trip every time!!,4,5,4,5,Dined on June 15 2014
pmny,New York City,370 reviews,One of the better establishments in Little Italy. Good quality food. Great service! This restaurant is big for Little Italy. It has three dinning areas. The main dinning area with the sky light is the nicest.,4,4,4,4,Dined on June 14 2014
Lynn,New York City,21 reviews,We tried outdoor dining . I have to admit I am not generally a fan. It was fantastic. Although several tourists took our photos which was kind of strange. The best thing about Il Cortile. Order whatever you like...even if its not on the menu and they will make it for you. Service was outstanding! Food delicious. A perfect lunch.,5,5,5,5,Dined on June 13 2014
LoriK,Philadelphia,28 reviews,Food was good.  But the atmsophere was great.  Ate outside on a beautiful evening in the heart of Little Italy!,3,3,3,5,Dined on June 8 2014
djdean,New York City,126 reviews,Great food and service.,5,5,5,5,Dined on June 1 2014
OpenTable Diner,New York City,15 reviews,We have been going here since the late 1970's......A real drop in service......Food remains good but attitude needs to change......Will need to thinl long and hard about trying it again soon......,3,3,1,3,Dined on June 1 2014
Float,New York City,46 reviews,This is our third time we have visited this restaurant in Little Italy. The food and the service is great. The wine is very expensive by the glass($10 per glass).,5,5,5,5,Dined on May 27 2014
DavidOut,Los Angeles,16 reviews,"We returned to Il Cortile a great Italian meal. The Mozzarella Tomatoes and Basile were a great started for everyone. The Fettuccine de Parma was outstanding and we enjoyed a side of hugh meatballs. We all had an outstanding dinner at this great family restaurant in the heart of ""Little Italy"",5,5,5,5,Dined on May 22 2014
OpenTable Diner,New Mexico,1 review,""My husband and I decided to splurge on dinner one night while in the city and Il Cortile was our pick.  We got a nice bottle of wine appetizer and two large entrees all for less than $200.  The food was amazing and the wait staff was excellent!  We will be going back during our next trip to NYC!",5,5,5,5,Dined on May 18 2014
Maggie,Memphis/West TN,48 reviews,Pretty good italian food.  I love the ambience of Little Italy and this was a fun experience for my friends (first time to New York).  Lobster ravioliand penne with bolognese were good.  The wait staff was not very attentive - took our order brought our food promptly and then disappeared.  I think there are other places to find good Italian.,3,3,2,4,Dined on May 18 2014
RS1999,Chicago,19 reviews,Early dinner w 2 kids (10&12).  Found Il Cortile ambience was very friendly decor great and the food fantastic.  Eggplant rollatine dripping w cheese pesto pasta and stuffed gnocchi delicious.  But the trophy was the Sunday sauce- fantastic.  Kids and I had a real blast and would definitely return!,5,5,5,5,Dined on May 11 2014
Cnote63,Naples,8 reviews,My wife and I enjoy Il cortile for the authentic Italian food outstanding service and enjoyable atmosphere. there is ample room to relax waitstaff is very personable and italian is spoken here. Food is consistently very good and the montepulciano wine by the glass is very good as well. Try the limoncello for an after dinner aperitif.,4,4,5,4,Dined on May 10 2014
Ab1986,New York City,1 review,I am allergic to gluten asked specifically for a gluten free plate (they offer gluten free pasta) and was not given it. Later I broke out in a rash.,3,2,3,3,Dined on May 5 2014
bob1,New Orleans,8 reviews,Nice menu fine wine list very good late night service. Very good.,5,4,5,4,Dined on May 4 2014
MJManhattan,New York City,29 reviews,Subpar food and inattentive service.  Nothing charming or authentic here -- just dated and messy.,2,2,2,1,Dined on May 4 2014
DrayDray,New York City,27 reviews,Took my husband for a birthday celebration. The food was divine and the wait staff couldn't have been nicer.  The menu is so appealing that you want to have a taste of all the dishes.  That's why one needs to keep going back.,5,5,5,5,Dined on April 30 2014
Elizabeth,New York City,24 reviews,I went for my Birthday dinner with my family..it was OK. Wine list was very limit. Not much more to say.,3,3,3,3,Dined on April 28 2014
Nochainrestaurantsplease,New York City,4 reviews,Dinner with wife and kids 12 & 9 years old. Food was excellent. Lobster ravioli cheese tortellini with lobster pancetta and peas and veal pram. 9 yr. had spaghetti and butter sauce bit enjoyed the tortellini as well. Had it been wife and I the wine list is limited. We found a nice one for $100.  Worth it.,5,5,5,5,Dined on April 27 2014
MicheleF,Philadelphia,84 reviews,Picked this restaurant based on reviews and Zagat rating. It was good nothing too spectacular. The rigatoni were cooked perfectly al dente which is the way I like them.  Meatball appetizer (yes one meatball but it was huge!) was good but a little bland.  Service was very good and the house red wine was great.  I really wasn't too impressed with the place - there's so many other places to try for Italian food.,3,3,4,4,Dined on April 26 2014
Ro2Go,New York City,28 reviews,This has always been our favorite in Little Italy and it did not disappoint.,5,5,5,5,Dined on April 23 2014
scrod,Greater Boston,340 reviews,disappointed that none of the entrees had side dishes of pasta,4,4,4,5,Dined on April 20 2014
OpenTable Diner,New York City,6 reviews,The food is good a little pricey but don't expect five star service with the additional cost. It's an all male wait staff that's a little rough around the edges. It does fit into the ambience of Little Italy.,4,4,2,4,Dined on April 19 2014
Patty,New York City,6 reviews,We thoroughly enjoyed Il Cortile. We were seated in the outdoor dining space in the back with glass enclosure up above. Also the table we sat at was the table James Gandolfini sat at. The food was very good. Only down part of our dining experience was our waiter. He was completely unsatisfactory. He was unfriendly and totally ignored us after taking our dinner order. He brought our dinner and never returned to our table again! We had to ask a waiter from another station of tables to get our bill for us. Not good. But we would go back and just be sure not to get this same waiter!,4,4,1,4,Dined on April 14 2014
Osfans,Baltimore,24 reviews,Great food and unique atmosphere in the heart of NYC's Little Italy.,4,5,4,4,Dined on April 12 2014
Benny,New York City,22 reviews,Asked on opentable for a quiet table and that's just what I gotfor the special occasion we were there for.,5,5,5,5,Dined on April 10 2014
LIfoodie,New York City,32 reviews,We were going to an event at Capitale and this restaurant is located a few blocks from there. The service was a little bit slow in the beginning but got better as the meal went on. The food was good but nothing impressive in my opinion. Not sure I'd go back.,4,4,3,4,Dined on April 5 2014
Schinella,New York City,13 reviews,This Restaraunt was amazing. Great food and staff beautiful Restaraunt . We reserved the garden room which was nice cause it had the sunlight coming in from the glass roof. The filet Mignon with the radicchio outstanding. The ambience was perfect loved this place and will be coming back. Not noisy and for two parents with small children going here alone to have a nice quiet dinner was wonderful . The waiter too very helpful with the menu selections. The tartufo was huge and I split it with my husband.,5,5,5,5,Dined on April 5 2014
Kathy,New York City,21 reviews,Lovely ambience fresh tasty food. There is an extensive menu. It was very clean and light and airy. Old time middle aged Italian waiters. Has a nice little Italy feel but it's not dark dingy and old like some of the restaurants in the area. It's all new and clean and welcoming. We had a meatball appetizer very good. Pasta with bolognese sauce and fish delicious fresh.,5,5,5,4,Dined on April 4 2014
Casper,New York City,71 reviews,We took our friend here for her birthday. We were immediately impressed by the enormous middle room with its flowers and skylight. The bread appetizers and wine were delicious. Everyone enjoyed their main course. Great fun,4,4,4,4,Dined on March 29 2014
Patti,Tallahassee,16 reviews,Excellent food - reasonable prices and great service!,4,4,4,4,Dined on March 24 2014
DDfromDC,Washington DC,18 reviews,Much larger than I expected for a Manhattan Little Italy restaurant and with incredible food! Super authentic Italian. Everyone in our group of 5 absolutely loved the evening. The wait staff was attentive without being in the way. We would go back in a heartbeat.,4,5,5,4,Dined on March 23 2014
GibsonS,New York City,2 reviews,Not all that it could have been.We were seated quickly but were given a table better suited for 7-8 than our party of 5. Once the waiter realized three of our party were kids aged 18 15 and 10 he pretty much disappeared. The entrees were quite good but unfortunately I actually had to hunt the waiter down to pay the bill. Lots of promise but make sure your waiters hustle for your dinner customers.,3,4,1,2,Dined on March 23 2014
SW04,Tampa,26 reviews,Fun setting serves up large dishes of classic Italian food. Classic should in no way be interpreted as boring -- food was very good.,4,4,3,3,Dined on March 21 2014
Janice,Indiana,1 review,amazing building and decor clean wonderful service not over served.the paper fold out menu was a little awkward because it was large like a newspaper. But a nice concept and had a golden seal prior to opening it.,5,5,5,5,Dined on March 19 2014
Sanojmon,Philadelphia,10 reviews,We wanted some Italian so of course we decided to visit Little Italy in NYC.1) Parking - It's New York. Find it anywhere you can.2) Ambience - Awesome. It wasn't overwhelming and you could have a conversation at a normal tone and not feel out of place. You felt like you had plenty of room. Very nice old school feel as well lot of character to the place.3) Food - Great! Plenty of food for whatever you are looking for. Everyone in our party picked a winner. The wine list wasn't extensive but they had something for everyone. And they were all great choices.4) Service - Perfect. Even had a slight issue with one dish. Total class. They took care of it quickly and dropped another glass of wine to make up for it.You want to go here.,4,4,4,4,Dined on March 16 2014
KathrynV,Philadelphia,23 reviews,It was not that anything was bad but it could be said it was quite unremarkable sadly I so wanted it to be really good so sad about it what a shame.,3,3,3,3,Dined on March 15 2014
Israel,San Francisco,5 reviews,It's not very good - I don't know where the good reviews come from. Food was mediocre and certainly expensive. Had the Caprese salad (mediocre) and a seafood pasta in which every bit of seafood was overcooked.,2,2,3,3,Dined on March 14 2014
DebD37,New York City,75 reviews,The food was great..service excellent.....great bread basket.....wish they would have offered some CA reds...but the wine we did choice turned out to be suprisingly good....waiter knew his wines so that was very helpful in making our selection... Great place to celebrate a birthday as the waiters come and sing in Italian..overall lovely restaurant without being touristy...other than the fairly large portions...,5,5,5,4,Dined on March 8 2014
esw6,New York City,1 review,this place had amazing serivce giving us (a large group) many options on menu possibilities. The waiter was wonderful at anticipating our needs. The food was out of this world I can still taste the diver scallops I had for dinner and the antipasta app that was ordered for the table.,5,5,5,5,Dined on February 28 2014
DahliaDoo,Greater Boston,51 reviews,Chef did not want to accommodate special request to change sauce from cognac to Alfredo on lobster ravioli comment - was that is the way it comes. Other than that left full and happy.,4,4,4,3,Dined on February 28 2014
CLSC,New York City,6 reviews,We dined with 4 couples who had not been out together in quite some time. The maitre d was kind enough to seat us in a corner where we wouldn't be too loud for other diners and we felt like we had the restaurant to ourselves. The menu had something for everyone- and all enjoyed their selections. Great food great prices we would definitely come back again.(PS: The Happy Birthday serenades are kind of hilarious),4,4,3,3,Dined on February 23 2014
Bettereverytime,Washington DC,29 reviews,Can't wait to dine here again. The atrium patio is a perfect place to enjoy a winter day with natural sunlight and the service and food were excellent. We overstayed our lunch as we were having such a great time.,5,5,5,5,Dined on February 22 2014
wyorker,New York City,25 reviews,There's a reason I've been going there for years. A comfortable pleasant place with outstanding food.Their dessert choices could use some help. But after the entre you may have room enough for only coffee,4,5,4,4,Dined on February 20 2014
Brindleroomfanboy,New York City,5 reviews,Broght my girlfriend here for her birthday they accommodated to everything I asked for. Owner walked us to our table. Food was amazing service amazing. 5 stars,5,5,5,5,Dined on February 16 2014
OpenTable Diner,New York City,4 reviews,Delicious food excellent wine list great service romantic ambience. Perfect,5,5,5,5,Dined on February 16 2014
QueenVillage,Philadelphia,3 reviews,We dined here for Valentine's Day. They were grossly overbooked for the number of tables they have. We arrived on time for our reservation to find more than a dozen people waiting ahead of us some waiting more than an hour past their own reserved times. We waited 30 minutes and were then seated in a hallway at a 2x2 foot table in the corner with chairs facing the wall with my chair up against an ice cold water pipe. The maitre d' was obviously stressed but unprofessional in his handling of the situation. When my fiancé complained about the table he was crass and suggested either leaving or waiting indefinitely for another table to open. Ultimately we were moved and the rest of the dining was good on par with others in Little Italy.,2,3,1,3,Dined on February 15 2014
amandah,Charleston,3 reviews,We were in NY for a couple days and just so happened to be there for Valentines Day and wanted a nice little Italian dinnerThis definitely hit the spot! Igot the Veal Piccata which was ah-mazing my husband got some sort of stuffed chicken he couldn't put his fork down. The wine was lovely dinner and calamari app were delicious and we had the special dessert.The one thing I would warn people about is the table arrangements. The tables are set up just like your usual European restaurant-the tables are close together and they make sure to fill every space. We didn't mind and I'm quite used to that but I could tell by another time that was sat next to us they weren't happy. We loved this restaurant and will def go back for our next NY trip.,5,5,5,4,Dined on February 15 2014
vday,Baltimore,1 review,The menu is perfect for picky eaters because they have just about every type of pasta and meat/seafood. The service on Valentine's Day was great--the servers and bus boys were attentive to orders and requests. The place itself got packed as the evening went on (as it should have on a special day) but it didn't get too loud that I couldn't hear my date so I suppose you can say the acoustics of the rooms are good. However I would suggest that they spice up the decorations of the rooms other than the main/garden room. Imagine going early to your reservation seeing that the place is still pretty much empty and hoping that you'd dine at the wonderful garden room but then getting seated in their side room away from the romantic ambience.,3,3,4,3,Dined on February 15 2014
Dave,New York City,2 reviews,Not big on Italian food. Tasted average to me. However my fiancé is huge on Italian and loved it. So its a woman pleaser my dudes,4,3,3,5,Dined on February 15 2014
Kidoctr,Oklahoma City,29 reviews,"Our experience was poor for only one reason. We had lunch on a Friday and were seated immediately. The restaurant is very nice - lots of food choices. The problem was my good friend's LIFE THREATENING tree nut allergy. She spoke with the waiter to let him know about her tree nut allergy. He replied by saying ""What's that""? She explained what a tree nut was. There didn't seem to be a problem and she enjoyed her food safely but after her entree was served the waiter came by and said ""I made sure they put extra walnuts in that"". That was COMPLETELY INAPPROPRIATE. The last time my friend was inadvertantly exposed to tree nuts she went to the ICU and spent 3 days in the hospital. A severe food allergy is nothing to joke about.",1,3,1,5,Dined on January 31 2014
OpenTable Diner,New York City,1 review,What a wonderful meal. Beautiful place outstanding food wonderful service. This place has everything we want in fine dinning. We will return.,5,4,5,5,Dined on January 27 2014
DSB68,Greater Boston,33 reviews,I have eaten at many places in Little Italy and this one has to be as good if not better than any of them. My companion and I had excellent food and wine and the service was over the top. The experience simply couldn't have been better.,5,5,5,5,Dined on January 19 2014
Debbe,Atlantic City,16 reviews,This was our 3rd time dining at Il Cortile. The service food ambiance are all outstanding!! Sal has been our waiter each time we've been there because after our first experience we request him! It's a wonderful experience and i would recommend it to everyone!!,5,5,5,5,Dined on January 12 2014
jsap283,Portland,7 reviews,My boyfriend had never eaten in Little Italy before so we went this past Saturday. We had a lovely Italian meal. The food was delicious and the service was outstanding. It was 6:30 so still a little early for dinner so we got a perfect table and it wasn't crowded at all. Would definately go back.,5,4,5,4,Dined on January 12 2014
OpenTable Diner,Dallas,1 review,Terrific service delicious food focused on customer service...great experience!,5,5,5,4,Dined on January 10 2014
Bruce,Atlanta Metro,3 reviews,Located in the heart of Little Italy we found the food and service were very good. We had reservations and were taken to our table immediately. The seafood and pasta dishes were excellent. The servers were attentive and there promptly when needed. Overall a very enjoyable dining experience,4,4,4,4,Dined on January 2 2014
Jake,Philadelphia,2 reviews,Great place made very welcome by the Host Waiter and Bus staff! Seated immeditately upon arrival at our reservation time.Waiter was outstanding as far as energy and promptness in taking our drink and food order.Bus staff was great as they were right there when needed and went over the top to make us feel comfortable! Now the Food!The Homemade Lobster Ravioli was to Die for! The dough was so light and melted in your mouth! The rest of our Entrees (Veal Marsalla and Seafood with Lingunni) were plentiful and delicious! The sauces with all the dishes were tasteful and not overbearing as most resturants are too creamy or buttery! Overall this was a great overall experience and excellent food so I would recommend to all!,5,5,5,5,Dined on December 29 2013
Michaelr85,New York City,4 reviews,Really good food but service was poor to fair - granted we had a large gfroup on a crowded night but waiters were not friendly and management seemed not to careGood Little Italy experience but service counts,4,4,2,2,Dined on December 29 2013
Scott,Los Angeles,8 reviews,Impossible to get a table in little Italy around Christmas but open table opened a slot where others were turned away at the door. Monkfish was good and Sunday night pasta cavetelli with briole xcellent for southern style Italian.,4,4,4,5,Dined on December 29 2013
kenp,Las Vegas,13 reviews,I have been coming to this restaurant for over 15 years everytime I visit New York. The food is always great and served in true Italian spirit. This is an old scholl place. The only suggestion I would make is to expand the wine list. I love this place and will come back here for many more years to come.,5,5,5,5,Dined on December 28 2013
TimR,New York City,6 reviews,The food was very good. The only problem was it took an hour to get it. Also my wife's steak was overdone and had to be returned. They did turn it around quickly though. The waiter was very apologetic explaining that there was a large party in the back but if they cater to them they should be able to handle it.,2,4,1,3,Dined on December 22 2013
Foodlover,Wilmington,1 review,When it comes to authentic Italian food this is it. From the salad to the Veal and fish I have had none better. The wine list is small and is all Italian however an excellent selection of wines. The service was as good as it gets knowledgeable and never rushed. Our table was ready upon our arrival and it was a packed night with no tables available for the walk ins.,5,5,5,5,Dined on December 22 2013
Dave,St. Louis,13 reviews,We were in New York for a short visit and wanted a great Italian dining experience and Il Cortile did not disappoint. We were greeted as though we were regulars the service was first rate and the food was terrific. A great all around experience.,5,5,5,5,Dined on December 10 2013
melhams,Memphis/West TN,10 reviews,We had a group of 11. Service was wonderful and food was even better! Will come back again next time we visit NYC!,5,5,5,5,Dined on December 9 2013
CJC292,Tampa,8 reviews,The food was outstanding. I will definitely dine there again,5,5,3,5,Dined on December 8 2013
GREAT,Houston,101 reviews,Most of the food we got was bland and my sister's dish tasted like a whole container of salt was dropped in it. We won't return. Sorry.,3,1,2,5,Dined on December 5 2013
Jake,New York City,18 reviews,Much too much noise. Would never go back. Awful experience.,1,1,1,1,Dined on December 4 2013
FineDiner,Cincinnati,121 reviews,We had another wonderful experience here this past weekend. Great food and good service (thank you Fabrizio!) Excellent suggestion on the wine too. We had a great table location and enjoyed ourselves fully. A little high on the salt content for those who need to watch their intake though.,4,4,4,5,Dined on November 30 2013
mfrank,Charlotte,48 reviews,Pretty much everything we ate here was great. We got the stuffed pepper appetizer (Pepperoni Ripieni) was amazing highly recommend it. We also ordered the Pepite de Gnocchi (sooooo good highly recommend) the Spaghetti Bolognese and the special that day which was a rigatoni with spicy sausage and a creme sauce which was excellent. The only plate of food that we got that I thought was not good at all was the chicken parmigianna. I don't recommend getting this the chicken was dry and the breading did not have a good taste. Stick with the pastas because they are excellent. We also got dessert which was very good the cheesecake and the tiramisu. Would definitely recommend this restaurant.,4,4,4,3,Dined on November 30 2013
ThePlzPalate,Baltimore,28 reviews,We cannot count or describe all of the why's Il Cortile is a timeless favorite NOT 2 B MISSED!!! The freshest of ingredients and best cuts of meat are used for their delicious creations and consistent palate pleasers. And their signature veal valparrona is over the top but must be ordered 48 hours ahead.,5,5,5,5,Dined on November 10 2013
DoreenJ,New York City,25 reviews,Need to get braised beef ravioli back on menu,3,4,3,2,Dined on November 5 2013
JonniePolyester1,London,3 reviews,Booked a table here after discovering several of our first choices were packed to the gills already & so glad we did ( a lesson to be learnt here I feel). We loved being greeting by the charismatic maitre'd who was friendly & joked we could have his apartment upstairs when I asked if we could have a table with secluding lighting!Service was just great food delicious & even the Peroni beer was delicious unlike back in the UK. We had lovely shrimp in a salt & pepper coating & I had chicken in a lemon white & wine sauce. My girlfriend had some great spaghetti very fresh. The bottle of Montepulciano was the perfect accompaniment.Really enjoyed it the experience & service which contrasted well to other restaurants during our NYC stay.,4,4,5,4,Dined on October 27 2013
Boe77,New York City,38 reviews,Great food and service just a little expensive more then I thought. But food was good.,4,4,5,4,Dined on October 27 2013
Good,New York City,159 reviews,I live in New York City so I know the tourist traps and this is not one of them. You will be happily surprised. The food is great and the service the same. It is fast paced high volume place but worth it. The prices are very reasonable you can’t go wrong. Try it and you will be back. They have a full bar and a good wine list.,4,5,4,4,Dined on October 20 2013
DahliaDoo,Greater Boston,51 reviews,Being Italians and great cooks ourselves we are extremely picky about our Italian Restaurants. Il Cortile more than met our expectations. The pork chops with sweet peppers was OUTSTANDING . The Sunday Sauce special (braciole meatballs and sausage and rigatoni) brought us back to Nana's house. Caesar salad exceptional. Our service was attentive but not effusive We would definitely go back. We sat in the front near the entrance and the bar so the traffic gathering and kibitzing amongst the waiters and dinners was a little disruptive. Would ask for a different location on return.,4,4,4,3,Dined on October 14 2013
